gender,monthly_income,utility_bill_average,repayment_history_pct,employment_length,default_status
Female,28489,3107.0,98.0,4-7 years,0
Female,36800,,59.0,4-7 years,1
Male,56815,1186.0,99.0,< 1 year,0
Female,62000,3689.0,70.0,8+ years,0
Female,44921,2750.0,59.0,< 1 year,1
Non-Binary,21245,1942.0,74.0,< 1 year,0
Male,71496,,73.0,8+ years,0
Female,38392,1688.0,82.0,8+ years,0
Non-Binary,44684,4125.0,87.0,4-7 years,0
Male,41784,1583.0,100.0,1-3 years,0
Male,28260,,41.0,< 1 year,0
Non-Binary,52410,1799.0,77.0,8+ years,0
Female,31198,2967.0,66.0,8+ years,1
Male,49697,1404.0,98.0,< 1 year,0
Male,32270,2333.0,64.0,4-7 years,0
Male,38099,2630.0,70.0,1-3 years,0
Male,44989,3984.0,100.0,8+ years,0
Non-Binary,53562,,59.0,1-3 years,1
Female,55772,977.0,72.0,1-3 years,0
Female,42958,2340.0,62.0,4-7 years,0
Male,40877,3023.0,14.0,< 1 year,1
Male,53721,3203.0,69.0,1-3 years,0
Male,34095,,80.0,4-7 years,0
Non-Binary,38801,,66.0,8+ years,0
Male,68813,3708.0,100.0,1-3 years,0
Female,17130,1031.0,100.0,1-3 years,0
Non-Binary,52249,3357.0,84.0,8+ years,0
Male,39746,2725.0,100.0,< 1 year,0
Non-Binary,16112,,54.0,8+ years,1
Female,57533,1936.0,45.0,4-7 years,1
Female,58569,3046.0,73.0,4-7 years,0
Non-Binary,56417,3016.0,61.0,4-7 years,0
Non-Binary,23239,,81.0,4-7 years,0
Non-Binary,46971,2427.0,100.0,1-3 years,0
Non-Binary,47627,1303.0,71.0,4-7 years,0
Non-Binary,54208,,66.0,1-3 years,0
Male,50234,4514.0,68.0,< 1 year,0
Female,60258,3183.0,84.0,8+ years,0
Female,62461,2787.0,70.0,4-7 years,0
Non-Binary,39686,2258.0,88.0,4-7 years,0
Female,31618,2370.0,59.0,8+ years,0
Male,50798,1637.0,60.0,4-7 years,0
Female,31951,2339.0,80.0,< 1 year,0
Male,59619,2590.0,73.0,1-3 years,0
Male,33378,1371.0,88.0,1-3 years,1
Female,53335,1621.0,70.0,1-3 years,0
Male,59736,1223.0,57.0,4-7 years,0
Female,55073,2406.0,39.0,8+ years,0
Female,41972,1840.0,59.0,4-7 years,0
Female,44569,1761.0,,< 1 year,0
Male,58877,1230.0,,1-3 years,0
Non-Binary,63197,1155.0,74.0,8+ years,0
Non-Binary,48245,2563.0,84.0,< 1 year,0
Female,51422,2079.0,50.0,< 1 year,0
Female,41094,2103.0,82.0,8+ years,0
Female,32319,,,1-3 years,0
Female,62678,,100.0,8+ years,0
Male,54101,2387.0,74.0,4-7 years,0
Female,46514,2838.0,77.0,< 1 year,0
Female,17813,3390.0,40.0,1-3 years,1
Female,48705,1937.0,79.0,8+ years,0
Female,53007,2789.0,61.0,1-3 years,0
Female,43627,2798.0,56.0,8+ years,1
Male,41351,2328.0,75.0,4-7 years,0
Male,53176,,98.0,1-3 years,0
Female,42853,3319.0,98.0,1-3 years,0
Non-Binary,31418,3079.0,100.0,4-7 years,0
Non-Binary,65439,1740.0,70.0,8+ years,0
Male,54794,1723.0,100.0,< 1 year,0
Male,71856,2940.0,62.0,< 1 year,0
Non-Binary,64966,2119.0,91.0,< 1 year,0
Male,53901,1918.0,80.0,8+ years,0
Female,37630,3249.0,80.0,< 1 year,0
Non-Binary,48815,1750.0,,1-3 years,0
Male,53283,3045.0,,< 1 year,0
Female,52297,2595.0,67.0,1-3 years,0
Male,74842,1589.0,86.0,1-3 years,0
Female,57507,1934.0,63.0,4-7 years,0
Non-Binary,46206,3295.0,100.0,4-7 years,0
Non-Binary,61922,2264.0,91.0,< 1 year,0
Male,15000,2549.0,88.0,1-3 years,0
Female,52090,1017.0,51.0,4-7 years,0
Male,82965,1188.0,64.0,< 1 year,1
Non-Binary,68902,2815.0,,< 1 year,0
Male,20306,2316.0,100.0,< 1 year,0
Male,25808,2063.0,61.0,1-3 years,0
Female,45496,3092.0,72.0,8+ years,0
Male,37614,1920.0,74.0,4-7 years,0
Non-Binary,51679,,60.0,4-7 years,0
Non-Binary,48874,4107.0,78.0,< 1 year,0
Non-Binary,57935,2018.0,,4-7 years,1
Male,74669,2590.0,73.0,< 1 year,0
Female,45091,1287.0,87.0,4-7 years,0
Male,63711,,84.0,< 1 year,0
Female,36314,3395.0,64.0,1-3 years,1
Non-Binary,65699,2265.0,94.0,4-7 years,0
Male,46648,2894.0,49.0,8+ years,1
Female,54670,1796.0,77.0,1-3 years,0
Non-Binary,54040,1563.0,88.0,8+ years,0
Female,54326,3350.0,61.0,4-7 years,1
Non-Binary,70286,,74.0,4-7 years,0
Female,62261,2776.0,71.0,8+ years,0
Female,48749,3744.0,72.0,1-3 years,0
Female,36105,3777.0,100.0,4-7 years,0
Male,57789,3659.0,100.0,1-3 years,0
Female,62498,2061.0,100.0,1-3 years,0
Non-Binary,42847,2126.0,93.0,1-3 years,0
Male,42713,2659.0,73.0,< 1 year,0
Male,61543,2550.0,71.0,< 1 year,0
Male,31668,2023.0,58.0,< 1 year,1
Female,53957,2077.0,100.0,1-3 years,0
Male,63163,2801.0,67.0,< 1 year,0
Female,48914,2659.0,78.0,4-7 years,0
Non-Binary,84377,2601.0,75.0,4-7 years,0
Non-Binary,49280,3799.0,58.0,1-3 years,1
Non-Binary,58271,2271.0,87.0,8+ years,0
Female,46329,3008.0,73.0,8+ years,0
Male,41500,879.0,63.0,4-7 years,0
Non-Binary,19938,767.0,58.0,1-3 years,0
Female,63003,2119.0,74.0,< 1 year,0
Female,54459,1797.0,99.0,1-3 years,0
Female,28027,3436.0,,1-3 years,1
Female,36928,2232.0,69.0,< 1 year,0
Male,36203,2754.0,58.0,< 1 year,1
Female,37724,935.0,65.0,8+ years,0
Male,38513,2508.0,74.0,8+ years,0
Female,29688,3141.0,25.0,8+ years,1
Non-Binary,54671,1721.0,64.0,4-7 years,0
Female,66156,2385.0,98.0,1-3 years,0
Female,35247,2411.0,44.0,8+ years,1
Non-Binary,78854,2445.0,75.0,4-7 years,0
Non-Binary,58716,,68.0,1-3 years,0
Male,33872,4216.0,,1-3 years,1
Female,34862,3132.0,84.0,8+ years,1
Male,61981,1985.0,56.0,8+ years,1
Female,36883,1405.0,78.0,1-3 years,0
Male,32149,2646.0,35.0,1-3 years,1
Male,33135,,29.0,8+ years,1
Female,64801,,63.0,1-3 years,0
Non-Binary,25123,1831.0,100.0,1-3 years,0
Female,48569,2207.0,47.0,< 1 year,1
Male,63158,2235.0,79.0,4-7 years,0
Non-Binary,55547,3269.0,64.0,4-7 years,0
Non-Binary,63736,1589.0,69.0,4-7 years,0
Female,35964,2540.0,99.0,< 1 year,0
Male,69729,1688.0,75.0,8+ years,0
Non-Binary,61242,2289.0,56.0,1-3 years,0
Male,39223,3942.0,51.0,1-3 years,1
Female,46870,1854.0,45.0,4-7 years,0
Non-Binary,58088,,85.0,8+ years,0
Non-Binary,41191,3008.0,73.0,1-3 years,0
Female,52212,2681.0,99.0,< 1 year,0
Female,47970,2092.0,61.0,4-7 years,0
Non-Binary,33134,1723.0,92.0,8+ years,0
Male,56981,1697.0,65.0,4-7 years,0
Female,40135,,77.0,< 1 year,0
Female,56345,2443.0,90.0,< 1 year,0
Female,55845,1934.0,52.0,8+ years,1
Female,31453,1248.0,82.0,1-3 years,0
Female,36120,1849.0,26.0,1-3 years,1
Female,46043,3671.0,78.0,4-7 years,0
Female,45282,3564.0,100.0,< 1 year,0
Male,89957,3372.0,45.0,4-7 years,1
Female,64039,3001.0,50.0,4-7 years,1
Male,42825,1778.0,53.0,1-3 years,0
Male,51369,1308.0,75.0,1-3 years,0
Female,30738,,64.0,1-3 years,0
Female,46159,3293.0,92.0,< 1 year,0
Female,47452,1806.0,100.0,< 1 year,0
Male,69032,2818.0,50.0,4-7 years,1
Non-Binary,73417,2627.0,58.0,8+ years,0
Male,72030,2218.0,100.0,4-7 years,0
Non-Binary,40332,4304.0,96.0,< 1 year,0
Female,40194,2440.0,75.0,1-3 years,0
Non-Binary,34136,2845.0,63.0,4-7 years,1
Male,49120,3075.0,83.0,1-3 years,0
Female,37786,1240.0,50.0,4-7 years,1
Male,49737,2459.0,94.0,1-3 years,0
Male,52087,1416.0,70.0,8+ years,0
Male,34792,1841.0,74.0,4-7 years,0
Non-Binary,33309,2378.0,,1-3 years,0
Female,15000,2224.0,96.0,< 1 year,0
Male,23640,2045.0,,1-3 years,1
Non-Binary,60123,2104.0,45.0,4-7 years,1
Male,20684,3770.0,100.0,4-7 years,1
Non-Binary,44672,2908.0,57.0,4-7 years,0
Female,38481,3698.0,84.0,1-3 years,0
Female,41250,2001.0,36.0,1-3 years,1
Non-Binary,53082,2803.0,86.0,1-3 years,0
Female,52581,3550.0,55.0,< 1 year,1
Female,36501,2482.0,88.0,4-7 years,0
Non-Binary,43463,2100.0,74.0,< 1 year,0
Male,67044,1590.0,69.0,1-3 years,0
Male,38813,2139.0,48.0,< 1 year,1
Male,44287,3020.0,97.0,< 1 year,0
Female,33832,1730.0,99.0,1-3 years,0
Male,61919,1522.0,70.0,8+ years,0
Female,16228,2046.0,96.0,< 1 year,0
Non-Binary,45572,2428.0,89.0,8+ years,0
Non-Binary,57383,1870.0,67.0,< 1 year,0
Female,49700,1573.0,76.0,4-7 years,0
Male,44836,2516.0,100.0,4-7 years,0
Male,44897,2781.0,71.0,4-7 years,0
Male,40666,1471.0,75.0,8+ years,0
Male,66593,2890.0,63.0,4-7 years,0
Non-Binary,41015,1603.0,55.0,< 1 year,1
Non-Binary,63864,,82.0,< 1 year,0
Male,83989,,94.0,1-3 years,0
Male,74794,903.0,92.0,4-7 years,0
Male,68213,,,1-3 years,1
Female,49344,3119.0,76.0,4-7 years,1
Male,31265,,98.0,4-7 years,0
Female,46450,3487.0,66.0,8+ years,0
Male,33196,1284.0,69.0,8+ years,0
Male,15000,3766.0,76.0,1-3 years,0
Male,50980,2849.0,79.0,8+ years,0
Non-Binary,47604,2577.0,92.0,< 1 year,0
Non-Binary,63578,3358.0,88.0,1-3 years,0
Non-Binary,82942,2625.0,70.0,8+ years,0
Non-Binary,38315,2559.0,86.0,8+ years,0
Female,46803,2025.0,38.0,4-7 years,1
Non-Binary,37249,3620.0,100.0,4-7 years,0
Male,59891,3023.0,85.0,< 1 year,0
Male,58388,2551.0,71.0,8+ years,0
Male,69617,2693.0,75.0,< 1 year,0
Non-Binary,62395,1618.0,57.0,4-7 years,0
Male,30233,,100.0,4-7 years,0
Non-Binary,95463,2853.0,37.0,4-7 years,1
Female,59105,2270.0,85.0,< 1 year,0
Female,36929,2656.0,78.0,8+ years,0
Male,42317,,,1-3 years,0
Male,77049,2762.0,64.0,< 1 year,0
Non-Binary,26558,4324.0,26.0,1-3 years,1
Female,34356,2103.0,45.0,8+ years,0
Non-Binary,39375,,63.0,4-7 years,0
Male,48807,2206.0,100.0,< 1 year,0
Non-Binary,32269,1360.0,74.0,4-7 years,0
Male,68539,2267.0,46.0,4-7 years,1
Non-Binary,20459,1955.0,92.0,8+ years,0
Female,15000,,100.0,< 1 year,0
Male,71490,1937.0,59.0,< 1 year,0
Female,46264,1926.0,53.0,1-3 years,1
Non-Binary,38554,2696.0,91.0,4-7 years,0
Female,64277,3154.0,90.0,1-3 years,0
Female,43554,3522.0,100.0,4-7 years,0
Female,33212,3313.0,89.0,< 1 year,0
Non-Binary,49127,2781.0,42.0,4-7 years,1
Male,45323,2257.0,71.0,8+ years,0
Female,43668,2619.0,97.0,4-7 years,0
Female,39171,1907.0,95.0,< 1 year,1
Male,52427,1975.0,75.0,4-7 years,0
Female,61340,3073.0,71.0,1-3 years,0
Non-Binary,49157,1111.0,37.0,< 1 year,1
Male,40932,3155.0,70.0,< 1 year,0
Female,67482,3117.0,51.0,< 1 year,0
Male,21538,2899.0,54.0,4-7 years,1
Female,41282,2202.0,70.0,4-7 years,0
Male,62339,1604.0,98.0,1-3 years,0
Non-Binary,46699,3359.0,100.0,1-3 years,0
Non-Binary,42833,1458.0,77.0,< 1 year,0
Male,43260,1911.0,88.0,< 1 year,0
Female,50030,,83.0,4-7 years,0
Non-Binary,60701,1746.0,60.0,< 1 year,0
Non-Binary,75179,1761.0,85.0,4-7 years,0
Non-Binary,58386,2881.0,94.0,4-7 years,0
Male,66343,2880.0,48.0,8+ years,1
Male,37324,1986.0,76.0,4-7 years,0
Female,49064,1435.0,57.0,< 1 year,0
Non-Binary,30833,2619.0,,4-7 years,0
Female,49176,2866.0,78.0,< 1 year,0
Male,62240,3531.0,75.0,< 1 year,0
Male,65594,3140.0,67.0,< 1 year,0
Male,22386,3037.0,95.0,8+ years,0
Male,68077,,77.0,8+ years,0
Female,49006,2689.0,70.0,8+ years,0
Non-Binary,64284,4043.0,45.0,< 1 year,1
Female,29115,2747.0,76.0,1-3 years,0
Non-Binary,52496,500.0,60.0,1-3 years,0
Male,57032,3210.0,75.0,4-7 years,0
Male,38508,2648.0,100.0,1-3 years,0
Non-Binary,73391,,62.0,< 1 year,0
Non-Binary,44579,3106.0,75.0,< 1 year,0
Female,45716,1744.0,59.0,1-3 years,0
Non-Binary,55985,2830.0,84.0,1-3 years,0
Male,60403,1897.0,88.0,1-3 years,0
Female,27388,1801.0,89.0,< 1 year,0
Non-Binary,33987,2458.0,77.0,4-7 years,0
Non-Binary,24310,1582.0,95.0,1-3 years,0
Female,36398,1684.0,53.0,1-3 years,1
Male,66299,1347.0,,8+ years,0
Male,45876,2477.0,63.0,8+ years,0
Male,42914,,79.0,4-7 years,1
Female,36965,3858.0,78.0,1-3 years,0
Female,50363,3116.0,87.0,8+ years,0
Non-Binary,38691,2371.0,96.0,4-7 years,0
Female,48757,,91.0,1-3 years,0
Non-Binary,27481,2600.0,63.0,< 1 year,1
Non-Binary,57345,1879.0,82.0,8+ years,0
Female,28104,,96.0,8+ years,0
Male,42719,1451.0,72.0,< 1 year,0
Female,34682,2273.0,,1-3 years,0
Non-Binary,55744,2198.0,85.0,4-7 years,0
Non-Binary,58856,1120.0,76.0,1-3 years,0
Non-Binary,58881,2456.0,48.0,1-3 years,0
Non-Binary,30675,3243.0,95.0,< 1 year,0
Non-Binary,56273,3456.0,96.0,1-3 years,0
Male,49623,2128.0,100.0,< 1 year,0
Male,51279,2046.0,67.0,1-3 years,0
Non-Binary,95853,3066.0,68.0,< 1 year,0
Non-Binary,43837,2704.0,87.0,< 1 year,1
Non-Binary,41172,2529.0,93.0,8+ years,0
Male,48610,1942.0,76.0,1-3 years,0
Female,30408,3032.0,82.0,< 1 year,0
Non-Binary,41177,1575.0,72.0,< 1 year,0
Non-Binary,53913,1629.0,100.0,1-3 years,0
Non-Binary,34264,3072.0,94.0,< 1 year,0
Non-Binary,34869,1940.0,78.0,< 1 year,0
Female,27675,2586.0,100.0,< 1 year,0
Female,60482,1806.0,96.0,1-3 years,0
Female,46771,2620.0,95.0,1-3 years,0
Male,66431,1523.0,93.0,< 1 year,0
Female,47826,878.0,74.0,4-7 years,0
Female,61903,2989.0,87.0,8+ years,0
Non-Binary,56590,2302.0,63.0,4-7 years,0
Female,45916,1447.0,49.0,1-3 years,1
Non-Binary,33612,3578.0,,1-3 years,0
Male,35025,2460.0,97.0,8+ years,0
Female,58304,,100.0,1-3 years,0
Non-Binary,66162,2841.0,99.0,1-3 years,0
Female,43811,1563.0,62.0,8+ years,0
Female,23866,1194.0,56.0,8+ years,1
Male,54731,2803.0,55.0,4-7 years,1
Male,43998,2322.0,100.0,8+ years,0
Female,62459,2326.0,69.0,1-3 years,0
Male,68391,,79.0,< 1 year,0
Non-Binary,74421,2460.0,66.0,8+ years,0
Non-Binary,70451,1303.0,79.0,4-7 years,0
Male,36562,2594.0,53.0,8+ years,0
Male,44100,2671.0,95.0,4-7 years,0
Male,35695,1731.0,50.0,4-7 years,1
Female,37064,2532.0,40.0,1-3 years,1
Female,47784,4295.0,84.0,< 1 year,0
Female,39040,2280.0,69.0,< 1 year,0
Non-Binary,52915,4017.0,67.0,8+ years,0
Female,22358,2620.0,95.0,4-7 years,0
Non-Binary,37032,2853.0,100.0,1-3 years,0
Female,42876,3184.0,100.0,1-3 years,0
Non-Binary,56617,3009.0,98.0,4-7 years,0
Female,38666,2958.0,98.0,8+ years,0
Female,60682,1473.0,79.0,1-3 years,0
Female,42227,,100.0,1-3 years,0
Female,53861,3609.0,71.0,1-3 years,0
Male,50275,1609.0,55.0,1-3 years,0
Non-Binary,44359,2139.0,86.0,8+ years,0
Female,35429,1692.0,69.0,1-3 years,0
Non-Binary,51641,2849.0,94.0,1-3 years,0
Male,40669,1852.0,58.0,4-7 years,0
Non-Binary,42317,2824.0,86.0,4-7 years,0
Non-Binary,67763,4465.0,65.0,4-7 years,0
Non-Binary,52899,1473.0,,< 1 year,0
Female,30676,,88.0,4-7 years,0
Non-Binary,67406,2293.0,76.0,8+ years,0
Male,40967,3200.0,61.0,< 1 year,1
Non-Binary,46674,1925.0,44.0,< 1 year,0
Male,52726,2215.0,72.0,4-7 years,0
Female,46801,2949.0,70.0,1-3 years,0
Non-Binary,55019,2680.0,73.0,1-3 years,0
Non-Binary,22812,2100.0,100.0,8+ years,0
Non-Binary,59188,1907.0,85.0,< 1 year,0
Male,45131,3273.0,87.0,< 1 year,0
Female,43867,2233.0,35.0,8+ years,1
Non-Binary,73054,2125.0,68.0,4-7 years,0
Male,56044,2488.0,87.0,8+ years,0
Male,27831,2880.0,100.0,1-3 years,0
Male,42407,3092.0,100.0,4-7 years,0
Non-Binary,65805,2095.0,83.0,8+ years,0
Female,15000,3143.0,81.0,4-7 years,1
Non-Binary,28958,3371.0,72.0,1-3 years,1
Non-Binary,73796,1828.0,71.0,8+ years,0
Non-Binary,51565,,88.0,4-7 years,0
Male,34967,2639.0,79.0,8+ years,0
Female,63865,,38.0,1-3 years,0
Male,69949,3083.0,91.0,4-7 years,0
Male,51654,3441.0,86.0,4-7 years,0
Female,37133,3417.0,62.0,8+ years,1
Male,54372,2805.0,100.0,4-7 years,0
Female,49278,,44.0,1-3 years,0
Female,36750,3528.0,63.0,< 1 year,1
Non-Binary,55241,3378.0,70.0,< 1 year,0
Male,51069,1314.0,77.0,1-3 years,0
Male,40660,2130.0,73.0,8+ years,0
Male,59765,3442.0,100.0,1-3 years,0
Female,52811,2368.0,81.0,8+ years,0
Non-Binary,76327,3513.0,67.0,< 1 year,0
Male,62224,1919.0,78.0,8+ years,0
Non-Binary,44650,3217.0,36.0,1-3 years,1
Male,15000,500.0,78.0,1-3 years,0
Male,57425,2031.0,93.0,4-7 years,0
Male,37689,1888.0,62.0,< 1 year,0
Female,37278,1836.0,82.0,< 1 year,1
Non-Binary,59255,1740.0,83.0,8+ years,0
Male,48977,3776.0,46.0,4-7 years,1
Non-Binary,80288,3105.0,86.0,8+ years,1
Male,66300,846.0,100.0,< 1 year,0
Female,67292,,82.0,1-3 years,0
Non-Binary,63462,3816.0,100.0,< 1 year,0
Male,30878,1425.0,82.0,4-7 years,0
Non-Binary,64429,3343.0,72.0,1-3 years,0
Male,34139,2038.0,92.0,8+ years,0
Non-Binary,57960,3746.0,41.0,4-7 years,1
Non-Binary,65616,2333.0,70.0,1-3 years,0
Non-Binary,59714,1882.0,51.0,< 1 year,1
Female,23589,2067.0,87.0,1-3 years,0
Female,31058,3021.0,81.0,4-7 years,0
Male,48446,3724.0,93.0,< 1 year,0
Non-Binary,63389,2202.0,76.0,1-3 years,0
Non-Binary,75532,3004.0,76.0,4-7 years,0
Male,40292,1803.0,77.0,8+ years,0
Non-Binary,58103,2258.0,33.0,4-7 years,0
Female,30417,1620.0,79.0,8+ years,0
Non-Binary,97039,2327.0,59.0,1-3 years,0
Male,88072,2112.0,84.0,< 1 year,0
Non-Binary,80138,,64.0,< 1 year,0
Non-Binary,75540,2031.0,57.0,4-7 years,0
Male,45333,2742.0,87.0,1-3 years,0
Male,64188,2480.0,70.0,1-3 years,0
Non-Binary,67238,1245.0,71.0,< 1 year,0
Non-Binary,38443,2308.0,75.0,1-3 years,0
Male,32115,1043.0,100.0,1-3 years,0
Male,60512,,68.0,1-3 years,0
Female,58058,,77.0,8+ years,0
Male,65661,3406.0,51.0,8+ years,0
Male,65656,,71.0,1-3 years,0
Male,49695,3293.0,81.0,< 1 year,0
Non-Binary,56234,3620.0,67.0,1-3 years,0
Female,55283,3059.0,90.0,4-7 years,0
Non-Binary,58972,2289.0,75.0,8+ years,0
Male,64806,4080.0,62.0,< 1 year,1
Male,40994,3115.0,100.0,8+ years,0
Female,35412,3200.0,59.0,< 1 year,0
Male,57409,2642.0,68.0,4-7 years,0
Male,69479,2076.0,49.0,1-3 years,1
Non-Binary,64569,2301.0,85.0,8+ years,0
Male,36102,3043.0,62.0,< 1 year,0
Male,51474,,51.0,1-3 years,0
Male,40878,1012.0,77.0,1-3 years,0
Female,43116,2544.0,77.0,< 1 year,0
Female,26578,2211.0,94.0,1-3 years,0
Non-Binary,75940,2687.0,88.0,1-3 years,0
Female,41618,3750.0,65.0,4-7 years,1
Female,41281,1985.0,74.0,1-3 years,0
Non-Binary,25562,2908.0,94.0,1-3 years,0
Female,52290,2321.0,71.0,8+ years,0
Male,37146,,97.0,8+ years,0
Female,49409,2978.0,98.0,4-7 years,1
Female,28888,2177.0,68.0,1-3 years,0
Non-Binary,47740,4014.0,85.0,< 1 year,0
Male,21891,2993.0,67.0,8+ years,1
Female,46921,2691.0,100.0,8+ years,0
Non-Binary,50359,2313.0,89.0,8+ years,0
Male,41025,2160.0,60.0,< 1 year,1
Non-Binary,51842,1518.0,87.0,1-3 years,0
Male,24944,2943.0,80.0,1-3 years,0
Non-Binary,39025,2273.0,86.0,< 1 year,0
Non-Binary,65357,4185.0,45.0,8+ years,1
Female,56847,3393.0,78.0,1-3 years,0
Male,66509,1341.0,90.0,1-3 years,0
Non-Binary,66439,2868.0,88.0,1-3 years,0
Male,70916,2326.0,88.0,1-3 years,0
Male,35952,2262.0,79.0,< 1 year,0
Male,56164,1904.0,100.0,< 1 year,0
Female,34832,2806.0,100.0,< 1 year,0
Female,48854,3211.0,61.0,4-7 years,0
Female,61474,2808.0,100.0,1-3 years,0
Male,55453,2365.0,76.0,< 1 year,0
Female,56061,3131.0,100.0,8+ years,0
Male,68149,2744.0,60.0,1-3 years,0
Male,70771,4125.0,59.0,< 1 year,1
Non-Binary,68525,3612.0,63.0,1-3 years,0
Non-Binary,37110,2486.0,98.0,8+ years,0
Male,64696,1657.0,,8+ years,0
Non-Binary,46480,1617.0,,< 1 year,1
Non-Binary,81450,892.0,75.0,4-7 years,0
Female,35695,1987.0,92.0,1-3 years,0
Non-Binary,60494,,95.0,4-7 years,0
Female,38714,2597.0,100.0,< 1 year,0
Male,63586,3958.0,89.0,< 1 year,0
Male,66319,2476.0,59.0,< 1 year,0
Non-Binary,50831,1293.0,66.0,< 1 year,0
Male,33448,1587.0,94.0,4-7 years,0
Male,74337,3448.0,67.0,< 1 year,0
Male,35101,3097.0,80.0,1-3 years,0
Female,52630,3866.0,59.0,< 1 year,1
Female,68482,1676.0,73.0,4-7 years,0
Male,40763,5712.0,,< 1 year,0
Non-Binary,65757,2314.0,78.0,1-3 years,0
Female,58546,2001.0,92.0,4-7 years,0
Female,32846,1909.0,100.0,< 1 year,0
Non-Binary,79129,2937.0,63.0,4-7 years,0
Female,46618,2494.0,60.0,4-7 years,1
Male,29023,2783.0,78.0,< 1 year,0
Non-Binary,66731,1557.0,62.0,1-3 years,0
Non-Binary,31151,1825.0,78.0,8+ years,0
Female,40976,,98.0,8+ years,0
Non-Binary,62964,,72.0,< 1 year,0
Male,43481,1736.0,62.0,1-3 years,0
Female,43777,835.0,70.0,< 1 year,0
Female,47576,1904.0,88.0,8+ years,0
Female,38581,2323.0,43.0,< 1 year,0
Non-Binary,50579,2974.0,91.0,8+ years,0
Female,56035,2472.0,75.0,< 1 year,0
Male,49992,3687.0,47.0,< 1 year,1
Male,39714,,69.0,4-7 years,0
Male,45868,3944.0,69.0,8+ years,0
Female,49939,,51.0,4-7 years,1
Male,55321,,84.0,4-7 years,0
Non-Binary,15000,1017.0,99.0,4-7 years,0
Non-Binary,42574,2467.0,59.0,1-3 years,1
Female,40494,3026.0,66.0,8+ years,0
Non-Binary,38612,500.0,56.0,< 1 year,0
Male,36881,2412.0,77.0,8+ years,0
Male,53690,3204.0,96.0,4-7 years,0
Non-Binary,64558,,89.0,1-3 years,0
Female,63781,1232.0,100.0,4-7 years,0
Non-Binary,37058,3019.0,99.0,< 1 year,0
Female,41390,1188.0,82.0,4-7 years,0
Male,49449,,67.0,8+ years,0
Non-Binary,51494,2849.0,77.0,< 1 year,0
Non-Binary,78878,1671.0,57.0,< 1 year,0
Non-Binary,57882,2364.0,,8+ years,0
Male,88559,,85.0,8+ years,0
Male,55922,2966.0,78.0,1-3 years,0
Female,46137,2916.0,87.0,8+ years,0
Non-Binary,44116,3062.0,34.0,4-7 years,1
Male,72381,3155.0,66.0,1-3 years,0
Male,83174,2737.0,74.0,< 1 year,0
Male,54869,3084.0,76.0,4-7 years,0
Male,50884,2424.0,100.0,< 1 year,0
Female,33891,3312.0,34.0,4-7 years,0
Non-Binary,59533,3101.0,77.0,< 1 year,1
Non-Binary,60344,1704.0,,< 1 year,1
Female,46366,1241.0,74.0,4-7 years,0
Non-Binary,44570,2186.0,91.0,1-3 years,0
Non-Binary,67782,1222.0,57.0,8+ years,0
Female,60435,3502.0,72.0,1-3 years,0
Non-Binary,73789,3361.0,89.0,1-3 years,0
Female,46132,3496.0,100.0,1-3 years,0
Non-Binary,53841,2180.0,49.0,< 1 year,1
Female,51024,2161.0,61.0,4-7 years,0
Male,61205,2234.0,92.0,1-3 years,0
Non-Binary,38768,2176.0,62.0,< 1 year,0
Male,67745,1185.0,70.0,8+ years,0
Non-Binary,30803,1453.0,67.0,4-7 years,0
Non-Binary,44250,2853.0,67.0,1-3 years,0
Non-Binary,49019,1887.0,62.0,4-7 years,0
Female,35962,1686.0,67.0,4-7 years,0
Male,42401,1982.0,64.0,< 1 year,0
Male,70489,2499.0,76.0,8+ years,0
Non-Binary,41611,3279.0,79.0,1-3 years,0
Female,43034,2082.0,81.0,8+ years,0
Male,53933,2054.0,58.0,< 1 year,0
Female,75504,1273.0,57.0,4-7 years,0
Male,55509,2421.0,97.0,8+ years,0
Male,36013,2939.0,70.0,8+ years,0
Female,52983,1860.0,73.0,8+ years,0
Male,87233,500.0,100.0,4-7 years,0
Female,56199,4054.0,56.0,4-7 years,1
Male,20760,1583.0,52.0,1-3 years,1
Female,35992,5040.0,85.0,1-3 years,0
Non-Binary,52734,2827.0,78.0,4-7 years,0
Female,56450,1208.0,71.0,1-3 years,0
Female,61512,3584.0,86.0,1-3 years,0
Non-Binary,38663,2307.0,31.0,< 1 year,0
Non-Binary,87128,2867.0,52.0,< 1 year,0
Female,41692,852.0,82.0,8+ years,0
Female,29021,2981.0,64.0,8+ years,1
Female,74082,,95.0,4-7 years,0
Non-Binary,61505,2402.0,83.0,< 1 year,0
Male,20455,2427.0,100.0,< 1 year,0
Female,39694,1223.0,64.0,1-3 years,0
Non-Binary,50888,4163.0,69.0,1-3 years,0
Female,40784,3267.0,100.0,4-7 years,0
Non-Binary,23499,3777.0,56.0,1-3 years,1
Female,47684,3131.0,74.0,< 1 year,0
Non-Binary,33841,3163.0,81.0,4-7 years,0
Male,33477,3065.0,100.0,4-7 years,0
Non-Binary,58068,3943.0,54.0,< 1 year,1
Female,56435,3363.0,38.0,1-3 years,0
Male,53758,1932.0,75.0,1-3 years,0
Male,58880,3658.0,85.0,4-7 years,0
Male,50887,4178.0,84.0,4-7 years,0
Non-Binary,42585,1826.0,95.0,4-7 years,0
Non-Binary,38753,2602.0,100.0,< 1 year,0
